age,body_type,diet,drinks,education,height,pets,sex,smokes
35,slim,regular,,other,72.0,unknown,m,no
31,average,regular,rarely,graduate,71.0,unknown,m,no
43,average,regular,no,graduate,69.0,unknown,m,no
32,fit,regular,,graduate,66.0,unknown,m,no
23,fit,regular,rarely,graduate,73.0,likes_pets,m,no
29,fit,regular,rarely,graduate,68.0,likes_pets,m,no
27,average,regular,rarely,other,71.0,likes_pets,m,no
25,,regular,rarely,graduate,69.0,unknown,m,no
21,average,regular,rarely,student,65.0,likes_pets,f,smokes
49,fit,regular,rarely,graduate,70.0,likes_pets,m,no
62,fit,regular,rarely,student,69.0,unknown,m,no
59,overweight,regular,rarely,graduate,68.0,has_pets,m,no
57,average,regular,rarely,graduate,70.0,likes_pets,m,no
29,average,regular,rarely,graduate,68.0,likes_pets,m,smokes
25,average,regular,often,graduate,72.0,unknown,m,no
26,fit,regular,rarely,student,71.0,likes_pets,m,no
27,fit,regular,often,graduate,71.0,likes_pets,m,smokes
21,fit,regular,rarely,other,75.0,unknown,m,no
62,average,regular,rarely,graduate,67.0,has_pets,m,no
24,overweight,regular,rarely,student,75.0,has_pets,m,no
36,fit,regular,rarely,graduate,67.0,unknown,f,no
31,average,regular,often,graduate,63.0,likes_pets,f,smokes
24,average,regular,rarely,high_school,66.0,likes_pets,f,no
33,fit,regular,rarely,graduate,62.0,likes_pets,f,no
28,fit,regular,rarely,graduate,66.0,likes_pets,f,no
28,average,regular,rarely,other,61.0,unknown,f,no
28,slim,regular,rarely,graduate,61.0,unknown,f,no
50,average,regular,rarely,graduate,72.0,likes_pets,m,no
32,fit,regular,rarely,graduate,70.0,likes_pets,m,smokes
61,slim,regular,rarely,graduate,73.0,unknown,m,no
27,slim,regular,often,graduate,75.0,unknown,m,smokes
22,average,regular,rarely,student,65.0,unknown,m,no
33,slim,regular,rarely,other,72.0,has_pets,m,no
22,average,regular,rarely,student,71.0,has_pets,m,no
44,fit,regular,rarely,graduate,68.0,likes_pets,f,no
27,average,regular,often,other,70.0,likes_pets,f,smokes
40,fit,regular,often,other,76.0,likes_pets,m,no
29,average,regular,rarely,graduate,73.0,likes_pets,m,no
28,average,regular,rarely,graduate,64.0,likes_pets,f,no
27,,regular,rarely,graduate,65.0,unknown,f,no
30,fit,regular,rarely,graduate,65.0,likes_pets,f,no
39,,regular,,other,66.0,likes_pets,f,no
23,overweight,regular,rarely,other,64.0,unknown,f,smokes
36,average,regular,rarely,graduate,64.0,likes_pets,f,no
66,overweight,regular,rarely,graduate,63.0,likes_pets,f,no
29,overweight,regular,rarely,graduate,62.0,has_pets,f,no
30,slim,regular,rarely,graduate,65.0,has_pets,f,no
25,fit,regular,rarely,graduate,74.0,has_pets,m,no
27,fit,regular,rarely,graduate,73.0,unknown,m,smokes
24,fit,regular,rarely,graduate,69.0,likes_pets,m,no
40,fit,regular,rarely,graduate,71.0,unknown,m,no
27,fit,regular,rarely,other,70.0,has_pets,m,no
21,fit,regular,,student,67.0,unknown,m,no
32,fit,regular,often,graduate,66.0,likes_pets,m,no
38,fit,regular,rarely,graduate,74.0,likes_pets,m,no
23,fit,regular,rarely,student,68.0,likes_pets,m,no
47,,regular,rarely,other,71.0,unknown,m,no
31,average,regular,often,graduate,69.0,likes_pets,m,no
26,,regular,rarely,student,71.0,unknown,m,no
39,fit,regular,rarely,graduate,70.0,likes_pets,m,no
38,slim,regular,rarely,graduate,69.0,unknown,f,no
24,overweight,regular,rarely,student,61.0,has_pets,f,no
22,average,regular,rarely,student,64.0,unknown,f,no
31,average,regular,rarely,graduate,62.0,likes_pets,f,no
45,overweight,regular,no,graduate,69.0,unknown,m,no
25,fit,regular,rarely,other,69.0,unknown,m,no
28,slim,regular,rarely,graduate,70.0,likes_pets,m,smokes
20,average,regular,often,high_school,70.0,has_pets,m,no
26,slim,regular,rarely,graduate,62.0,likes_pets,f,no
28,average,regular,rarely,graduate,64.0,likes_pets,f,no
29,fit,regular,rarely,graduate,65.0,unknown,f,no
57,average,regular,rarely,graduate,63.0,unknown,f,no
26,average,regular,often,graduate,67.0,likes_pets,f,no
34,fit,regular,no,graduate,68.0,likes_pets,f,no
41,average,regular,rarely,graduate,61.0,likes_pets,f,no
31,overweight,halal,rarely,graduate,66.0,likes_pets,f,no
33,overweight,regular,rarely,graduate,62.0,likes_pets,f,no
19,average,regular,rarely,graduate,64.0,unknown,f,no
25,fit,regular,often,graduate,59.0,likes_pets,f,smokes
39,average,regular,rarely,graduate,65.0,likes_pets,m,no
52,fit,regular,rarely,graduate,72.0,unknown,m,no
24,fit,regular,rarely,student,70.0,likes_pets,m,no
38,fit,regular,rarely,graduate,67.0,likes_pets,m,no
42,fit,regular,rarely,graduate,65.0,unknown,m,no
35,slim,regular,rarely,graduate,71.0,unknown,m,no
41,average,regular,rarely,graduate,68.0,likes_pets,m,smokes
26,fit,regular,rarely,high_school,71.0,unknown,m,no
42,overweight,regular,often,graduate,72.0,unknown,m,no
24,,regular,rarely,student,65.0,likes_pets,f,smokes
26,slim,regular,no,graduate,64.0,likes_pets,f,no
61,fit,regular,no,other,67.0,likes_pets,f,no
27,,regular,rarely,graduate,66.0,likes_pets,f,no
54,fit,regular,rarely,graduate,67.0,likes_pets,f,no
50,fit,vegetarian,rarely,graduate,63.0,likes_pets,f,smokes
64,average,vegetarian,rarely,graduate,64.0,unknown,f,no
58,average,regular,rarely,other,66.0,has_pets,f,smokes
25,average,regular,rarely,graduate,65.0,likes_pets,f,no
59,fit,regular,rarely,graduate,62.0,likes_pets,f,no
28,average,regular,often,graduate,70.0,likes_pets,f,no
26,overweight,regular,rarely,graduate,74.0,has_pets,m,smokes
24,average,regular,rarely,graduate,68.0,likes_pets,m,no
27,fit,regular,rarely,other,68.0,likes_pets,m,smokes
57,overweight,vegetarian,rarely,graduate,66.0,likes_pets,m,no
29,fit,regular,rarely,graduate,70.0,unknown,m,no
34,overweight,vegetarian,rarely,student,71.0,likes_pets,m,smokes
23,fit,regular,often,student,72.0,likes_pets,m,no
28,,regular,no,graduate,67.0,likes_pets,f,no
38,fit,regular,rarely,graduate,66.0,likes_pets,f,no
29,fit,regular,often,graduate,69.0,likes_pets,m,no
36,overweight,regular,,graduate,72.0,unknown,f,no
32,average,regular,rarely,graduate,65.0,unknown,f,no
34,fit,regular,rarely,graduate,68.0,likes_pets,f,no
29,slim,regular,rarely,other,66.0,unknown,f,no
22,average,regular,,other,66.0,unknown,f,no
32,fit,regular,rarely,graduate,63.0,likes_pets,f,no
21,slim,vegetarian,rarely,student,69.0,likes_pets,f,no
25,fit,vegetarian,rarely,graduate,70.0,likes_pets,f,no
52,fit,regular,often,graduate,68.0,has_pets,f,no
25,,regular,rarely,graduate,65.0,likes_pets,f,smokes
25,slim,regular,rarely,graduate,69.0,likes_pets,f,no
37,average,regular,rarely,graduate,72.0,unknown,m,no
19,overweight,regular,rarely,other,65.0,likes_pets,m,smokes
27,overweight,regular,rarely,student,70.0,likes_pets,m,smokes
31,fit,regular,rarely,graduate,73.0,likes_pets,m,no
31,fit,vegetarian,rarely,graduate,70.0,unknown,f,no
28,fit,regular,rarely,graduate,75.0,likes_pets,m,smokes
26,overweight,vegetarian,no,graduate,70.0,unknown,m,no
25,,regular,rarely,graduate,76.0,likes_pets,m,no
31,fit,regular,rarely,graduate,74.0,likes_pets,m,no
30,fit,regular,rarely,graduate,64.0,likes_pets,f,no
27,,regular,rarely,student,64.0,unknown,f,no
57,fit,regular,rarely,graduate,70.0,unknown,m,no
29,slim,vegetarian,often,student,72.0,likes_pets,m,smokes
57,slim,regular,rarely,other,72.0,likes_pets,m,no
33,average,regular,rarely,graduate,67.0,likes_pets,m,smokes
28,average,regular,rarely,student,68.0,unknown,m,smokes
28,slim,vegetarian,rarely,student,67.0,likes_pets,m,smokes
28,fit,regular,rarely,graduate,73.0,unknown,m,smokes
22,fit,regular,rarely,student,70.0,likes_pets,m,smokes
41,fit,regular,rarely,graduate,69.0,likes_pets,m,no
49,fit,regular,rarely,graduate,74.0,unknown,m,no
48,fit,regular,rarely,graduate,69.0,has_pets,m,no
43,,regular,rarely,graduate,67.0,unknown,f,smokes
31,slim,regular,rarely,graduate,66.0,likes_pets,f,no
31,average,regular,rarely,graduate,74.0,likes_pets,m,smokes
33,average,regular,rarely,student,75.0,unknown,m,no
38,overweight,regular,rarely,graduate,69.0,unknown,m,no
31,fit,regular,rarely,graduate,75.0,likes_pets,m,no
38,fit,regular,rarely,graduate,71.0,unknown,m,no
47,average,vegetarian,no,student,63.0,has_pets,f,no
28,average,regular,rarely,graduate,68.0,likes_pets,f,no
39,average,regular,,other,68.0,unknown,m,no
51,slim,regular,rarely,graduate,72.0,likes_pets,m,no
31,overweight,regular,rarely,other,73.0,likes_pets,m,no
20,average,regular,rarely,student,70.0,likes_pets,m,no
42,average,regular,rarely,graduate,66.0,likes_pets,m,no
48,average,regular,often,graduate,66.0,has_pets,f,no
25,average,regular,rarely,graduate,65.0,unknown,f,no
22,,regular,rarely,graduate,64.0,unknown,f,no
21,slim,regular,rarely,student,72.0,likes_pets,m,smokes
25,fit,regular,rarely,graduate,70.0,likes_pets,m,no
31,average,regular,rarely,graduate,62.0,unknown,f,no
40,average,regular,rarely,graduate,72.0,likes_pets,m,smokes
26,overweight,regular,often,other,72.0,unknown,m,smokes
29,fit,regular,rarely,graduate,72.0,unknown,m,no
27,fit,regular,rarely,graduate,72.0,likes_pets,m,no
37,,regular,rarely,graduate,67.0,likes_pets,m,smokes
33,average,kosher,often,other,67.0,likes_pets,f,no
24,average,regular,often,student,61.0,unknown,m,smokes
28,average,regular,often,graduate,63.0,likes_pets,f,no
52,average,vegetarian,rarely,graduate,67.0,has_pets,f,no
23,average,regular,rarely,student,63.0,has_pets,f,no
29,overweight,regular,rarely,graduate,64.0,likes_pets,f,no
25,,regular,rarely,graduate,69.0,has_pets,f,no
46,fit,vegetarian,rarely,graduate,72.0,has_pets,m,no
26,,regular,,other,67.0,unknown,f,no
40,,regular,rarely,graduate,61.0,unknown,f,no
26,fit,regular,rarely,other,67.0,unknown,m,no
28,slim,regular,rarely,graduate,74.0,likes_pets,m,no
33,average,regular,rarely,student,73.0,likes_pets,m,no
29,average,regular,rarely,student,74.0,unknown,m,no
35,overweight,regular,rarely,graduate,62.0,likes_pets,f,no
24,fit,regular,rarely,student,73.0,unknown,m,no
20,slim,vegetarian,often,other,67.0,unknown,f,smokes
22,overweight,regular,rarely,graduate,63.0,likes_pets,f,no
21,average,regular,rarely,student,64.0,has_pets,f,no
28,,regular,rarely,student,63.0,likes_pets,f,no
65,average,regular,rarely,graduate,67.0,likes_pets,f,no
30,overweight,regular,rarely,other,71.0,unknown,m,no
39,fit,regular,rarely,other,71.0,likes_pets,m,no
26,fit,regular,rarely,graduate,62.0,likes_pets,f,no
27,overweight,regular,rarely,graduate,65.0,likes_pets,f,no
30,average,regular,no,graduate,61.0,unknown,f,no
39,average,vegetarian,rarely,other,70.0,unknown,m,no
23,overweight,regular,rarely,graduate,64.0,likes_pets,f,no
24,fit,regular,rarely,graduate,64.0,likes_pets,f,no
43,fit,regular,rarely,graduate,65.0,has_pets,f,no
23,fit,regular,rarely,graduate,70.0,likes_pets,m,no
21,average,regular,rarely,student,74.0,likes_pets,m,smokes
27,average,regular,often,graduate,69.0,likes_pets,m,no
41,fit,regular,rarely,graduate,69.0,likes_pets,m,no
23,average,regular,often,graduate,71.0,likes_pets,m,smokes
31,fit,regular,often,graduate,74.0,unknown,m,no
43,average,regular,rarely,graduate,64.0,likes_pets,m,no
41,fit,regular,rarely,graduate,66.0,has_pets,f,no
26,fit,regular,rarely,graduate,70.0,unknown,m,no
34,fit,regular,rarely,graduate,68.0,likes_pets,m,smokes
27,fit,regular,rarely,graduate,70.0,likes_pets,m,no
25,overweight,regular,rarely,student,72.0,has_pets,m,no
35,overweight,regular,no,student,74.0,likes_pets,m,smokes
26,overweight,regular,rarely,student,70.0,likes_pets,m,smokes
30,average,regular,rarely,graduate,70.0,likes_pets,m,no
50,fit,regular,often,graduate,64.0,has_pets,f,no
49,average,regular,rarely,graduate,73.0,likes_pets,m,no
41,fit,regular,rarely,other,71.0,unknown,m,no
29,fit,regular,rarely,graduate,68.0,likes_pets,m,no
42,average,regular,rarely,graduate,66.0,likes_pets,f,no
37,average,regular,,other,68.0,unknown,m,no
26,fit,regular,rarely,student,71.0,likes_pets,m,no
29,slim,regular,,other,59.0,unknown,m,no
32,average,regular,rarely,graduate,73.0,likes_pets,m,no
32,,regular,rarely,other,63.0,has_pets,f,no
33,fit,regular,rarely,graduate,67.0,unknown,m,no
27,average,regular,often,other,72.0,unknown,m,smokes
26,fit,regular,rarely,high_school,72.0,likes_pets,m,smokes
26,average,regular,rarely,graduate,65.0,likes_pets,f,smokes
28,slim,regular,,graduate,77.0,likes_pets,m,no
45,average,regular,rarely,other,67.0,has_pets,m,no
33,slim,regular,no,high_school,66.0,likes_pets,m,smokes
21,slim,regular,rarely,student,70.0,unknown,m,no
28,average,regular,,graduate,68.0,has_pets,m,no
51,slim,regular,no,graduate,63.0,unknown,f,no
23,fit,regular,rarely,graduate,71.0,unknown,m,no
24,slim,regular,rarely,graduate,74.0,likes_pets,m,no
34,fit,regular,rarely,graduate,65.0,has_pets,f,no
28,average,regular,rarely,graduate,70.0,has_pets,m,no
36,average,regular,rarely,student,71.0,likes_pets,m,no
46,fit,regular,no,graduate,71.0,unknown,m,no
26,slim,regular,no,student,74.0,likes_pets,m,no
39,average,regular,rarely,graduate,66.0,has_pets,f,no
46,average,regular,rarely,high_school,63.0,has_pets,f,no
39,fit,regular,rarely,graduate,64.0,likes_pets,f,no
42,fit,regular,rarely,graduate,71.0,likes_pets,m,no
22,fit,regular,rarely,other,72.0,unknown,m,smokes
28,fit,regular,rarely,other,71.0,unknown,m,no
26,fit,regular,rarely,graduate,67.0,has_pets,m,no
26,fit,regular,rarely,graduate,71.0,has_pets,m,no
24,overweight,regular,no,graduate,65.0,likes_pets,f,no
31,average,regular,rarely,other,70.0,likes_pets,m,smokes
28,overweight,kosher,rarely,graduate,67.0,likes_pets,f,no
21,average,regular,no,high_school,67.0,has_pets,m,no
32,average,regular,often,graduate,69.0,unknown,m,smokes
23,average,regular,often,other,76.0,likes_pets,m,smokes
44,fit,regular,rarely,graduate,60.0,has_pets,m,no
30,fit,regular,rarely,student,71.0,likes_pets,m,no
50,fit,regular,rarely,graduate,70.0,likes_pets,m,no
23,overweight,regular,rarely,graduate,74.0,likes_pets,m,no
28,fit,regular,rarely,graduate,70.0,likes_pets,m,no
28,fit,vegetarian,rarely,graduate,67.0,likes_pets,f,no
31,average,regular,often,graduate,67.0,has_pets,m,no
21,slim,regular,rarely,other,73.0,likes_pets,m,no
57,average,regular,rarely,student,69.0,has_pets,m,no
43,fit,vegetarian,rarely,graduate,70.0,likes_pets,m,no
28,slim,regular,,student,72.0,has_pets,m,no
33,fit,regular,rarely,graduate,64.0,likes_pets,f,no
28,average,regular,rarely,other,64.0,unknown,f,no
24,,regular,often,graduate,65.0,unknown,f,no
18,fit,regular,no,other,66.0,unknown,f,no
52,fit,regular,rarely,graduate,70.0,likes_pets,m,no
19,,regular,rarely,student,70.0,unknown,m,smokes
23,average,regular,rarely,graduate,74.0,likes_pets,m,smokes
27,fit,regular,rarely,student,74.0,unknown,m,no
25,,regular,no,graduate,62.0,unknown,f,smokes
40,fit,regular,rarely,graduate,71.0,likes_pets,m,no
39,slim,regular,no,graduate,70.0,unknown,f,no
39,fit,regular,rarely,graduate,70.0,unknown,m,no
24,average,regular,rarely,graduate,65.0,likes_pets,f,no
32,fit,regular,rarely,other,62.0,likes_pets,f,no
48,average,regular,rarely,other,72.0,likes_pets,m,smokes
22,overweight,regular,rarely,high_school,75.0,has_pets,f,smokes
42,fit,regular,rarely,graduate,67.0,unknown,f,smokes
22,overweight,regular,rarely,student,64.0,likes_pets,f,smokes
50,average,regular,,graduate,63.0,unknown,f,no
26,fit,vegetarian,rarely,student,65.0,likes_pets,f,no
29,slim,regular,rarely,graduate,63.0,has_pets,f,no
31,,regular,rarely,graduate,64.0,likes_pets,f,no
31,average,vegetarian,rarely,graduate,63.0,likes_pets,f,smokes
24,,regular,rarely,student,67.0,likes_pets,f,no
42,fit,regular,rarely,graduate,71.0,unknown,f,no
32,fit,regular,rarely,graduate,67.0,likes_pets,m,no
40,,regular,rarely,high_school,71.0,likes_pets,m,smokes
21,fit,regular,rarely,student,70.0,likes_pets,m,smokes
53,average,regular,rarely,graduate,66.0,has_pets,f,no
22,,regular,often,high_school,64.0,likes_pets,f,smokes
44,,regular,often,other,75.0,unknown,m,smokes
32,fit,regular,rarely,graduate,72.0,unknown,m,no
30,fit,regular,rarely,student,65.0,likes_pets,m,no
28,,regular,rarely,student,66.0,likes_pets,m,no
28,average,regular,rarely,graduate,71.0,unknown,m,no
31,slim,regular,rarely,other,70.0,unknown,m,no
27,fit,regular,rarely,graduate,65.0,likes_pets,f,no
32,overweight,regular,rarely,other,66.0,likes_pets,f,no
33,slim,regular,no,student,65.0,unknown,f,no
44,,regular,,other,67.0,unknown,f,no
32,fit,regular,rarely,graduate,69.0,unknown,f,no
24,average,regular,rarely,graduate,66.0,likes_pets,f,no
26,overweight,regular,rarely,graduate,63.0,likes_pets,f,no
34,average,regular,rarely,other,65.0,has_pets,f,no
23,average,regular,rarely,graduate,66.0,unknown,f,no
34,,regular,no,other,67.0,likes_pets,m,smokes
29,fit,regular,rarely,graduate,71.0,unknown,m,no
31,average,regular,rarely,student,67.0,likes_pets,m,no
20,fit,vegetarian,rarely,student,64.0,likes_pets,f,no
52,fit,regular,rarely,graduate,78.0,likes_pets,m,no
37,fit,regular,rarely,student,70.0,unknown,m,no
49,fit,regular,,other,60.0,unknown,f,no
32,fit,regular,rarely,graduate,71.0,likes_pets,f,no
31,fit,regular,no,graduate,68.0,has_pets,f,no
29,fit,regular,rarely,graduate,73.0,unknown,m,no
24,fit,regular,rarely,student,66.0,unknown,f,no
42,average,regular,rarely,graduate,66.0,likes_pets,f,no
28,overweight,regular,rarely,other,66.0,has_pets,f,no
44,overweight,regular,rarely,graduate,71.0,likes_pets,f,no
22,average,regular,rarely,student,67.0,likes_pets,f,no
53,fit,regular,,other,68.0,unknown,f,no
28,fit,regular,rarely,graduate,59.0,has_pets,f,smokes
30,fit,regular,rarely,graduate,65.0,likes_pets,f,no
26,slim,regular,rarely,graduate,66.0,has_pets,f,no
20,average,vegetarian,rarely,student,65.0,has_pets,f,no
26,average,regular,rarely,graduate,71.0,likes_pets,m,no
34,fit,regular,rarely,graduate,75.0,likes_pets,m,smokes
22,slim,regular,rarely,student,67.0,likes_pets,f,no
28,overweight,regular,,other,72.0,likes_pets,m,no
24,average,regular,no,student,72.0,likes_pets,m,no
42,fit,regular,rarely,graduate,70.0,likes_pets,m,no
25,slim,regular,rarely,graduate,73.0,likes_pets,m,no
25,average,regular,rarely,graduate,63.0,likes_pets,f,no
29,average,regular,no,high_school,64.0,likes_pets,m,no
27,fit,regular,rarely,student,74.0,likes_pets,m,no
26,average,vegetarian,no,graduate,65.0,likes_pets,f,no
28,average,regular,rarely,graduate,64.0,has_pets,f,no
36,average,regular,rarely,graduate,65.0,likes_pets,f,no
46,fit,regular,rarely,graduate,64.0,likes_pets,f,no
26,average,regular,rarely,graduate,67.0,has_pets,f,smokes
39,average,regular,rarely,graduate,65.0,likes_pets,f,no
23,overweight,regular,rarely,graduate,63.0,unknown,f,smokes
48,average,regular,rarely,graduate,67.0,likes_pets,f,no
38,fit,regular,rarely,graduate,73.0,likes_pets,m,no
21,overweight,regular,rarely,graduate,67.0,likes_pets,f,smokes
36,average,regular,rarely,other,70.0,likes_pets,m,no
31,fit,regular,rarely,graduate,67.0,likes_pets,m,no
37,fit,regular,rarely,student,69.0,likes_pets,m,no
27,fit,regular,rarely,other,75.0,likes_pets,m,no
25,average,regular,rarely,graduate,72.0,likes_pets,m,no
30,fit,regular,rarely,graduate,70.0,likes_pets,m,no
25,fit,regular,rarely,graduate,75.0,has_pets,m,smokes
37,fit,regular,rarely,graduate,71.0,likes_pets,m,no
28,fit,regular,rarely,graduate,72.0,unknown,m,no
44,fit,regular,rarely,other,75.0,unknown,m,no
32,fit,regular,rarely,graduate,68.0,likes_pets,f,no
35,slim,regular,rarely,graduate,71.0,likes_pets,m,no
31,average,regular,rarely,graduate,64.0,has_pets,f,no
31,average,regular,rarely,other,71.0,has_pets,m,smokes
30,average,regular,rarely,high_school,68.0,likes_pets,m,smokes
30,fit,regular,rarely,graduate,67.0,likes_pets,m,no
26,fit,vegan,rarely,student,74.0,has_pets,m,no
30,average,regular,rarely,graduate,74.0,unknown,m,no
27,average,regular,rarely,graduate,69.0,unknown,m,no
29,average,vegetarian,rarely,graduate,71.0,unknown,m,no
39,fit,vegetarian,rarely,graduate,70.0,likes_pets,m,no
29,,regular,often,graduate,74.0,unknown,m,no
23,average,regular,often,high_school,73.0,likes_pets,m,smokes
23,fit,regular,rarely,graduate,70.0,has_pets,m,no
30,overweight,regular,rarely,high_school,71.0,likes_pets,m,no
21,fit,regular,rarely,student,72.0,has_pets,m,no
30,average,regular,rarely,graduate,70.0,likes_pets,m,no
27,fit,regular,rarely,graduate,73.0,unknown,m,no
32,average,regular,rarely,graduate,73.0,likes_pets,m,no
27,average,regular,rarely,graduate,75.0,likes_pets,m,no
22,average,regular,rarely,student,70.0,unknown,m,no
20,fit,regular,rarely,student,68.0,likes_pets,m,no
32,fit,regular,rarely,graduate,72.0,likes_pets,m,no
59,,regular,rarely,graduate,68.0,likes_pets,m,no
24,average,regular,,student,69.0,unknown,m,no
32,fit,regular,rarely,other,69.0,likes_pets,m,smokes
26,average,regular,rarely,graduate,73.0,likes_pets,m,no
62,overweight,regular,rarely,graduate,75.0,likes_pets,m,no
27,slim,regular,often,other,67.0,likes_pets,m,no
36,fit,regular,no,graduate,70.0,likes_pets,m,no
19,fit,regular,rarely,student,72.0,likes_pets,m,smokes
38,slim,vegetarian,rarely,graduate,75.0,likes_pets,m,no
33,average,regular,,graduate,74.0,has_pets,m,no
39,overweight,regular,rarely,other,74.0,likes_pets,m,smokes
25,,regular,rarely,graduate,74.0,likes_pets,m,no
39,fit,regular,rarely,other,72.0,likes_pets,m,smokes
27,slim,regular,often,other,67.0,likes_pets,m,smokes
25,average,regular,rarely,student,74.0,likes_pets,m,no
23,slim,regular,often,student,74.0,has_pets,m,smokes
31,average,regular,rarely,other,69.0,likes_pets,m,no
43,fit,vegan,no,graduate,70.0,has_pets,m,no
20,fit,regular,rarely,student,68.0,likes_pets,m,no
19,fit,regular,rarely,other,71.0,has_pets,m,no
33,fit,regular,rarely,graduate,72.0,unknown,m,no
27,average,regular,rarely,graduate,71.0,likes_pets,m,no
27,fit,regular,rarely,graduate,65.0,likes_pets,m,no
34,,regular,rarely,graduate,73.0,unknown,m,no
32,fit,regular,rarely,graduate,69.0,likes_pets,m,smokes
60,average,regular,often,graduate,66.0,has_pets,m,no
25,fit,regular,rarely,other,72.0,likes_pets,m,no
36,fit,regular,rarely,graduate,70.0,likes_pets,m,no
47,overweight,regular,rarely,graduate,72.0,has_pets,m,no
20,overweight,regular,rarely,high_school,68.0,unknown,m,smokes
26,average,regular,rarely,graduate,68.0,unknown,m,no
28,fit,vegan,rarely,graduate,70.0,unknown,m,no
33,average,regular,rarely,graduate,71.0,likes_pets,m,no
50,fit,regular,rarely,graduate,72.0,unknown,m,no
33,average,regular,rarely,graduate,74.0,likes_pets,m,no
21,fit,regular,rarely,other,72.0,likes_pets,m,no
33,fit,regular,rarely,student,68.0,likes_pets,m,no
32,fit,vegetarian,rarely,student,72.0,likes_pets,m,smokes
31,overweight,regular,rarely,graduate,71.0,likes_pets,m,no
25,average,regular,rarely,graduate,73.0,unknown,m,no
28,fit,regular,rarely,graduate,69.0,unknown,m,no
34,fit,regular,no,student,71.0,likes_pets,m,no
27,fit,regular,rarely,graduate,71.0,likes_pets,m,smokes
48,average,regular,rarely,graduate,74.0,unknown,m,smokes
43,,regular,rarely,other,70.0,likes_pets,m,no
56,average,regular,rarely,graduate,64.0,unknown,m,no
28,overweight,regular,rarely,graduate,70.0,has_pets,m,smokes
23,average,regular,rarely,graduate,69.0,unknown,m,no
26,,regular,rarely,graduate,76.0,unknown,m,no
28,overweight,regular,rarely,graduate,67.0,likes_pets,m,smokes
32,fit,regular,rarely,graduate,72.0,unknown,m,no
24,fit,regular,rarely,graduate,71.0,has_pets,m,no
27,fit,regular,rarely,graduate,72.0,likes_pets,m,no
26,average,regular,,graduate,69.0,likes_pets,m,smokes
25,fit,regular,rarely,graduate,70.0,has_pets,m,no
28,fit,regular,rarely,graduate,72.0,likes_pets,m,no
27,fit,regular,rarely,other,74.0,has_pets,m,no
37,average,regular,no,other,72.0,likes_pets,m,no
49,,regular,,other,,likes_pets,m,no
27,fit,regular,rarely,graduate,69.0,likes_pets,m,no
35,fit,regular,rarely,graduate,75.0,has_pets,m,no
24,overweight,regular,rarely,student,70.0,likes_pets,f,smokes
24,average,regular,rarely,graduate,70.0,likes_pets,m,no
22,fit,regular,rarely,student,68.0,unknown,m,no
30,slim,regular,often,other,70.0,unknown,m,smokes
44,overweight,regular,often,other,66.0,has_pets,m,smokes
30,fit,regular,rarely,graduate,70.0,likes_pets,m,no
24,,regular,rarely,graduate,68.0,likes_pets,m,no
24,average,regular,often,other,69.0,likes_pets,m,smokes
18,overweight,regular,often,other,72.0,unknown,m,smokes
24,fit,regular,rarely,graduate,74.0,likes_pets,m,smokes
29,average,regular,rarely,student,75.0,likes_pets,m,no
27,fit,regular,rarely,graduate,74.0,likes_pets,m,no
24,average,regular,rarely,other,69.0,likes_pets,m,no
32,fit,regular,often,graduate,71.0,likes_pets,m,no
43,fit,regular,rarely,graduate,74.0,likes_pets,m,no
24,average,vegetarian,no,student,72.0,likes_pets,m,no
33,average,regular,rarely,other,74.0,likes_pets,m,no
19,,regular,no,student,72.0,likes_pets,m,no
27,fit,regular,rarely,graduate,74.0,likes_pets,m,no
22,fit,regular,rarely,student,73.0,unknown,m,smokes
36,fit,regular,rarely,graduate,72.0,likes_pets,m,no
30,fit,regular,rarely,graduate,72.0,unknown,m,no
22,fit,regular,rarely,graduate,66.0,likes_pets,m,no
28,,regular,,graduate,69.0,unknown,m,no
20,overweight,regular,rarely,other,67.0,unknown,m,no
27,average,regular,rarely,student,69.0,unknown,m,no
23,fit,regular,rarely,other,72.0,has_pets,m,smokes
27,slim,regular,rarely,graduate,73.0,likes_pets,m,no
31,average,regular,rarely,graduate,74.0,unknown,m,no
22,fit,regular,rarely,student,74.0,unknown,m,no
50,fit,vegetarian,rarely,graduate,70.0,unknown,m,no
48,slim,regular,rarely,graduate,70.0,likes_pets,m,smokes
33,overweight,vegetarian,rarely,student,70.0,likes_pets,m,no
18,average,regular,rarely,high_school,68.0,likes_pets,m,no
23,average,regular,rarely,graduate,66.0,likes_pets,m,no
29,slim,regular,rarely,high_school,73.0,likes_pets,m,smokes
33,fit,vegetarian,rarely,graduate,71.0,likes_pets,m,no
27,overweight,regular,rarely,graduate,72.0,likes_pets,m,no
30,fit,regular,rarely,graduate,72.0,unknown,m,smokes
32,,regular,rarely,graduate,72.0,likes_pets,m,no
25,fit,regular,rarely,graduate,74.0,unknown,m,no
30,,regular,rarely,graduate,72.0,likes_pets,m,no
30,,regular,rarely,graduate,70.0,likes_pets,m,no
24,fit,vegetarian,no,student,73.0,likes_pets,m,no
27,fit,regular,rarely,graduate,73.0,likes_pets,m,no
27,,regular,often,other,74.0,unknown,m,no
22,slim,regular,rarely,high_school,69.0,likes_pets,m,smokes
30,fit,regular,rarely,student,71.0,likes_pets,m,no
57,overweight,regular,often,graduate,66.0,unknown,m,no
