Score,Text
0.855,"""OMG NOL i love u so so much i love ur cheery face and hugs 😘😘😘"""
0.359,"""did you discover the alarming rate at which bees are dying and how important they are to our way of life?"""
0.141,"""it's old sadly"""
0.379,"""The horror!"""
0.141,"""No, I am probably the person most likely to completely understand how gobsmacked you were to learn how true that is. #sadly"""
0.323,"""I assume that people pick up on my joviality coz I lol a lot but it's just not working. Maybe I need to get heavy handed with emoticons? Ha"""
0.344,"""Can we start a 'get Chris Sutton off our tv campaign? Spread the work #terrible #pundit #noclue"""
0.855,"""ditto!! Such an amazing atmosphere! #PhilippPlein #cheerleaders #stunt #LondonEvents #cheer"""
0.733,"""my kinda girl pleasing the dick right😍😏"""
0.371,"""Why would Enrique sub off busquet?"""
0.200,"""This weather got me fucked up. Like you either be sunny and hot or gloomy and cold. No in between."""
0.196,"""A black female LEO💙 was shot 8 times and died in Philadelphia --Where's the #outrage black people? #Sharpton #blm #TheFive"""
0.717,"""I love when #girls are busy in teaching how to #pout while taking #selfie in a mall , their desication is immense #women love #perfection"""
0.566,"""Before the year ends I'll probably get master 12s or flu games, true blues, and space jams."""
0.333,"""Always do sober what you said you'd do drunk. That will teach you to keep your mouth shut. \n― Ernest Hemingway #quote"""
0.917,"""Good morning joyful people. Choose happiness to have a great day today #morning #happiness #grandmercurejktkemayoran"""
0.900,"""as always it was indeed a wonderful experience flying with you guys today #bestinbusiness #delight #happyme"""
0.875,"""Today I reached 1000 subscribers on YT!! #happy, #goodday, #thankful"""
0.426,"""Trying to loveee somebody, just wanna love somebody right now, guess there's just no pleasing me"""
0.655,"""mustache_harbor: TiburonChamber plus a hearty pour of #yachtrock by #mustacheharbor !"""
0.466,"""she's still younger and more spry than trump"""
0.313,"""due to hearty lawsuit NASCAR will raise beer prices $0.07 to accommodate for losses."""
0.033,"""#PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside. #depression #anxiety #anxietyprobz"""
0.828,"""wonderful experience watching you yesterday at. thankyou for the #laughter"""
0.183,"""It's 5:55am. I'm hungry but there is no food. #panic"""
0.517,"""talk about a mood pickup i went from depressed to elated so fast"""
0.700,"""Epicurus~ The man least dependent upon the morrow goes to meet the morrow most cheerfully."""
0.466,"""Now I'm going to sulk again for a week until #OurGirl is back on! and are the best!"""
0.288,"""The voice is all about Miley and Alicia this year. No longer about the contestants. #sad"""
0.365,"""he's perfect. But not even in that way where you sort of resent him or suspect that he leads a double life. Just perfect."""
0.466,"""resent"""
0.304,"""Honestly fuming"""
0.355,"""I screened my own snap what kind of narcissistic ass would smh"""
0.683,"""You don't know what to expect by Brendon's video lmao LA devotee video got me shook"""
0.433,"""Take my kindness for weakness when you acting silly keeping it 100 ain't your forté #ChrisBrown #TeamBreezy"""
0.519,"""ramos does what he does best burning haters with his head"""
0.690,"""🍃When #life shows you have a hundred reasons to cry, show it that you have a hundred and one reasons to #smile. 🍃 #quotes"""
0.696,"""I'm moving this weekend &amp; my sugar daddy will replace it so, it is what it is. Niggas still happy."""
0.757,"""Go follow #beautiful #Snowgang ♥♥ #Princess #fitness #bodyposi #haircut #smile #Whitegirlwednesday"""
0.400,"""Houston might lose a coach tomorrow or by midnight. #yikes ?"""
0.219,"""too dull for the UK."""
0.266,"""ok so i got my madden 17 refunded but now i gotta wait a few days for the money and now gotta pre-order fifa again...."""
0.532,"""It's so funny cause Cooper's going to go farther than the people who bully her"""
0.897,"""Retweeted GunnySmith93 ():\n\nDays like today I am happy to be alive! #blessed #rejoice"""
0.589,"""Sorry to burst your bubble but it isn't that century anymore. Welcome to the 21st century."""
0.704,"""Good optimism sir :)"""
0.552,"""this one was Apples attempt to make muslims happy 🕋"""
0.672,"""#Followback Quote_Soup: Be happy not because everything is good, but because you can see the good side of everything. #optimism"""
0.500,"""me taking a picture by myself: *awkward smile*\nme on picture day: *awkward smile*\nconclusion: stop smiling ;'(\n#pictureday2016 #smile #ornot"""
0.790,"""These girls who are playful and childlike seem to have such lovely relationships. Can't imagine them having serious convos but it's cute 😍😍"""
0.426,"""Congrats to #Nicole #bb18 ... Fix that nose now 😒💁🏻 #bitter #petty"""
0.900,"""2 days until #GoPackGo and 23 days until #GoGipeGo..... I'm so excited! #smiling"""
0.719,"""watching my first Cage of Death and my word this is tremendous"""
0.750,"""$SRPT Why would Etep patients &amp; Mom's advocate for a drug if it did not work? Anyone listen to the Etep MD's @ Adcomm.. all were elated."""
0.655,"""After soul searching, I'd like to announce that I've chosen &amp; to be my adopted sisters due to their hilarity"""
0.726,"""&amp; 's #Summerof69 show was raw sexuality and pure #mirth ! Thanks for the belly laughs and butt sex japes!"""
0.677,"""Completely blown away by and the cast of tonight. #fathomevents #speechless"""
0.724,"""This night is sparkling, don't you let it go! I'm wonderstruck, blushing all the way home..' #ValerieBot"""
0.565,"""anyway, I found a short scale today that was perfect for my purposes. soft on the hands, won't aggravate my (now-chronic) tendonitis"""
0.700,"""Totes had to re-listen to the endless hilarity that was Tom Odell's 'raaar' this morning 😂😂😂"""
0.844,"""This is the most grim piece of laughter I was stricken with all day."""
0.172,"""God, I've been so physically weak the whole day. So much shaking :("""
0.500,"""Yo Yo Yo,my name is #DarthVader \nI feel like I need to puff on my inhaler (I'm no rapper but that was some sick bars) #bars #rap"""
0.516,""", just saw the Save The Day PSA. Why were you in obvious tears doing it? I'd have thought you'd be your cheerful self."""
0.806,"""The boys rejoice as badger corner has been reclaimed for our first social of the year #cluboftheyear"""
0.328,"""Guys don't use that type of language. Save it for raging..."""
0.703,"""The amount of laughter ready to leave my body if United lose is unreal"""
0.419,"""Sometimes I like to talk about my sadness. Other times, I just want to be distracted by friends, laughter, shopping, eating... \n\n#MHChat"""
0.767,"""It feels good to get outside for a minute and get some fresh air. It's hard to stay cooped up inside all day #breezy"""
0.375,"""ppl get triggered over u smiling they're irrelevant"""
0.569,"""Oh I get i see it's #TexasTech playing tonight not the #Texans #TNF #texansarebad"""
0.210,"""I don't see any reason for optimism at this point. Just stringing together bad performances."""
0.452,"""#Always #borrow #money from a #pessimist. He won't #expect it #back."""
0.468,"""y'all shabazz's name in my phone is 'easy breezy beautiful' &amp; I will not apologize."""
0.750,"""This is a beautiful day that the Lord has made. I will rejoice and be glad!!!"""
0.661,"""Thank you so much! Just home - stunned but so happy. Don't think it has sunk in yet! Wow."""
0.422,"""You're a POS for rejoicing in someone's death."""
0.688,"""Loool understand the pessimism but it will 😂"""
0.234,"""sadly this sort of poster died by the 90s afaik"""
0.532,"""it's a step up from boiling broccoli tbh"""
0.333,"""Too many gloomy days"""
0.688,"""Good morning chirpy #SpringEquinox and your pensive sister #AutumnEquinox A perfect day however it is expressed 🌹🍁🌓☯️ #theBeautyofBalance"""
0.258,"""And I hope when the police met him at the subway that they took him straight to jail 😕"""
0.552,"""I can not depict what I feel right now.. I feel jubilant yet anxious, or..dunno. It seems like now I'm having something worth wait everyday."""
0.813,"""i love that tay &amp; tiff are just sitting at my house while i'm at work 🙃"""
0.367,"""Tip 5: Don't worry about pleasing everyone. #TitanWisdom"""
0.435,"""i dunno, I'm getting less of the spacious lovely autumnal melancholy from our present apocalypse"""
0.156,"""I guess. It's just heartbreaking the ease with which they can kill an innocent man and get away with it. #indignation"""
0.609,"""agreed. Memphis looks lively also"""
0.914,"""I took a yr off school and I'm proud to say I got accepted again, yo girl is going to finish! #happy"""
0.468,"""now that I have been sucked into this wormhole of hilarity with no escape, I can say how weird and accurate this is"""
0.345,"""the ending of how I met your mother is dreadful"""
0.500,"""6 might be a serious number, but 10 sounds better. Wild card race!!"""
0.845,"""Thank you for the balloons today. #smile #goodday #48"""
0.621,"""You know, you're pro-actively playful. You want to press your boobs into my face, Tatenashi. I'm not saying no, though. =3"""
0.117,"""I know it's the final day of summer when it's the finale of #sadness"""
0.100,"""#CharlotteProtest do u #wait 4 the facts #video or do u #hate now ask questions later #sad #protest #PoliceShootings #suggestions"""
0.594,"""I think what 2016 to really needs to round it out is a vs twitter debate. End on something joyful, ya know?."""
0.537,"""Hi Monica, I write regularly for - but not on bees - never dared try them #buzz #HONEY"""
0.463,"""Halfway to work and I realize I forgot to put on underwear....It's going to be one of those days! #mombrain #toomuchgoingon #longday #breezy"""
0.900,"""That was a lovely story to actually see Ruth and hubby who won the cashcow .It was so funny when she left the phone #happy 😊"""
0.234,"""It's become a verb. 'I'm gonna Villaseñor all those old contacts I don't need anymore.' #sadness #waitingforexplanation"""
0.839,"""Charlotte and a friend just climbed to the top of a windmill! Think the view was easy, breezy, beautiful?"""
0.419,"""I thought it was because she once sunk her teeth into something that's meant 2b sooked"""
0.483,"""semores: let's get this. #mirth #SAW #keepthetradition 💜💛⚛🏵🍇🍋🌼🐤🐥👚😈😈👾🧀"""
0.426,"""What terrible thing to see and have no vision-\n\nHelen Keller-\n\n-Begin with the end in mind-\n\nStephen Covey-\n\n #whereareugoing"""
0.871,"""It's not that the man did not know how to juggle, he just didn't have the balls to do it. \n#funny #pun #punny #lol #hilarious"""
0.819,"""I wish, I really, truly wish, that I had just a modicum of your banter. #hilarious"""
0.781,"""Book 5! It's so sprightly &amp; fun cuz he'd been reinvigorated by the Harry Potter series. I'm not kidding."""
0.806,"""Oh gosh, if you get 800+ raging comments from cruise fans, I will just die laughing!"""
0.450,"""#Trump's #fear &amp; #anger are similar to what #Hitler preached to come to power in Germany. Wake up America!!"""
0.707,"""Needed levity: Hubs + I talking of Kyle's new solo album, my 7 yo says ''? She loves ur news show #9News LOLZ"""
0.878,"""A #new day to #live and #smile. Hope all the #followers a nice #night or #day. :D"""
0.467,"""I'm going to get the weirdest thank you note--or worse--total silence and no acknowledgement."""
0.250,"""So much #terrible #music playing on the #radio has started to make me wonder weather my taste in music is good or just completely shit"""
0.656,"""How is your toddler coping with the new arrival? Has he tried killing her yet?' they cheerfully ask."""
0.315,"""and it's Kelvin Mackenzie tomorrow... #shudder DontBuyTheSun"""
0.429,"""Rap that will Cut other raper's throat. Who said that? #badd #wicked. #bright city lights"""
0.204,"""It's just the lack of company and liveliness out here that makes me bored."""
0.148,"""It still destroys Fear The Walking Dead. That show is horrible"""
0.204,"""And she got all angry telling me 'but what would be doing a 40 year old guy looking for a girl like you' and I felt #offended"""
0.677,"""They tend to loosen up a bit when drunk, and can seem pretty cheerful."""
0.350,"""Sorry for the levity if at all inappropriate but this combined with my love of Charlotte reminds me rn..."""
0.059,"""i had a hard time falling a sleep and woke up several times because i was afraid of bugs crawling on me and i ended up waking up with a bite"""
0.431,"""has turned into a rather fiery GG radical)"""
0.383,"""I offered gold or silver but they said Nah... #bitcoin"""
0.161,"""second pair of scales I have bought that have stopped working after battery change. Is this an issue you are aware of? #unhappy"""
0.210,"""And I won't even get started with Hillary and her fancy fundraisers! #depressing"""
0.758,"""Manchester United v Manchester City #happy days #EFL"""
0.321,"""u shd b embrrssd. u jack up my bp meds twice and it will still take 3-5 days? Not express at all. #expressscripts"""
0.391,"""I gave up on the U20 Rugby bet on the Roosters! #nrl"""
0.422,"""Just want Saturday to be over but then again I want to do good #LSAT"""
0.345,"""Awareness of time is awareness of time lost. #awareness #time #lost"""
0.552,"""Korgoth of Barbaria for brutality, King Julian for hilarity, and Ariel... Because hot..."""
0.625,"""there's no sitcom better! If u can't laugh at Sheldon or Leonard then u are sober for real! No two ways about it"""
0.690,"""Yahweh your God is among you, a warrior who saves. He will rejoice over you with gladness."""
0.383,"""Flight 815 crashed on The Lost Island 2004 #lost"""
0.964,"""im so exited!! I am shaking so much 😍😍 and im so pround of Colleen and the fandom! Everyone is amazing 😍"""
0.500,"""Yeah, no. I don' mind tweetin' that twice. #blm #likeThat"""
0.677,"""May I send you a copy of #HeroTheGreyhound? Either e-book or real paper one! A boy and a greyhound #smiles #tears"""
0.583,"""I like the commercial where , on a chocolate milk bender, steals a soccer ball from some guys and refuses to give it back."""
0.655,"""don't get discouraged! it's early on &amp; it can get overwhelming. keep reading &amp; use cue cards 😊 it'll get better!!"""
0.463,"""It's not #dread. It's called #Locks"""
0.859,"""Good morning! Welcome the new day into your life and your heart #mindfulness #zen"""
0.365,"""Somewhere between #hope and #despair the day after #meetingmyabuserincourt \n#DVSurvivor"""
0.483,"""She used to be beautiful, but she lived her life too fast - Forest City Joe #blues #blinddogradio"""
0.724,"""Live simply. Dream big. Be grateful. Give love. Laugh lots. - Unknown #quote #inspiration"""
0.609,"""When u are strong u offend the weak &amp; insecure. STAY STRONG. Joshua 1:6-9 #god #internationaldayofpeace #actorslife"""
0.672,"""Rec'd call 2day from Haitian church we started in Florida some 15yrs ago. Preparing to acquire their own bldg. Wanted me to know."""
0.419,"""dis dat nigga from fume right?"""
0.355,"""I see I'll be hovering over the block button today with much glee."""
0.362,"""In serious need of a nap"""
0.145,"""Honestly, there are some awful people on the internet... smh..."""
0.483,"""I truly believe in my heart right now that Satan is rejoicing because we are all against one another"""
0.613,"""don't think Ian knew of Pavel. He knew about Charlie. I bet Rob will cackle with glee when he heard what has happened #thearchers"""
0.234,"""i lost my wallet lol.... again...."""
0.700,"""repentance, and trusting in Christ. It is lowly and painful, but it is also joyous, peaceful, and absolutely glorious. (2/2)"""
0.565,"""😳 chewing what? #smile #arcdental #turlock"""
0.278,"""i am SO anxious all the time leaving the house is horrid"""
