Score,Text
0.396,"""#goksfillyourhouseforfree should be retitled fill your house with old trash repainted ... #junk #trash"""
0.542,"""Tamra would F her up if she swung on Tamra\nKelly is a piece of 💩 #needstobeadmitted #bully"""
0.440,"""Just over a week until I start my new job in F1! Looking forward to it and cacking myself at the same time!"""
0.396,"""Was going to get a new #horror movie #tattoo tonight, but my artist flaked out on me for the 3rd time &amp; said he was done tattooing!"""
0.417,"""Hennessey - dreadful. Mutch - is he even on the pitch? Fryers - out of his depth unfortunately. #CPFC"""
0.500,"""left wing panic because Hillary is weak and they know it this is a revolution a movement nothings going to help the left TrumpPence"""
0.938,"""My bus was in a car crash... I'm still shaking a bit... This week was an absolute horror and this was the icing on the cake... #terrible"""
0.917,"""Im not a #nervouswreck, Im a #nervous #pileup. #GoingCrazy #HelpMe #Insane #Antisocial"""
0.562,"""PASTOR - 15 FEET away from shooting victim during protest says he is skeptical of official story. #shocking #CharlotteProtest #CharlotteRiot"""
0.271,"""20 says he gets reelected..... #be"""
0.396,"""#soywax limited edition horror candles going up ! Follow us for all the latest news!!"""
0.396,"""US lady in foyer - 'Am I not #afraid to be tweeting in #Moscow?' Fortified by d good #Lord &amp; #JD I reply 'I fear no Russian. 'cept my #wife😅"""
0.271,"""I've contacted #service #whathappenedtocustomerservice"""
0.083,"""*laughs louder this time, shaking my head* That was really cheesy, wasn't it?"""
0.729,"""im tired of people telling me the worry about me when in fact they probably never gave a fuck about me"""
0.458,"""The ecosystem is meant to break thru the wall of #apprehension. It's easy to follow a fave music star &amp; watch their goings on–but #dentists?"""
0.438,"""Hahaha!\rHe is a bully though!\rLike really a bully.\rOnly Sugita tamed the bully in him."""
0.375,"""Texans played horrible. Bad play calling, bad protection of the ball, bad coaching, bad defense, bad overall performance. #Texans"""
0.583,"""I think I must scare my coworkers when I'm eating like a rabid animal on my breaks #srry"""
0.583,"""Appropriate that first secretary at permanent mission is tasked with demolition of #terror state #Pakistan - Like 'renunciation of lies' bit"""
0.438,"""Romero, Rojo, Blind, Memphis, Rooney. This is nearly a starting line up I’d wanna punch in the face rather than shake their hand."""
0.583,"""Looks like #India is finally taking #Pakistan n it's #terrorism to task.#uriattacks."""
0.229,"""it wasn't a joke ."""
0.500,"""#ntfc mourinho is worried, bringing Ibra and Rushford on."""
0.229,"""Pretty excited for American horror story tonight"""
0.625,"""But I do think we need to experience a bit madness &amp; despair too. This is the stuff that makes us human."""
0.854,"""I start work tmrw yall, i'm nervous lol"""
0.340,"""Sure have... Sydney are too tough, too quick and their 'team' pressure is too much for the Cats to handle. Motlop/Cowan #timid"""
0.333,"""Give it up Gas, I don't hate u, I just don't respect ur rudeness."""
0.562,"""can't believe Mint fest is two days away and i hate my outfit 😩😩🙈"""
0.580,"""I shower to lay in bed for about an hour then dread wearing pants for the remainder of the day"""
0.188,"""What we fear doing most is usually what we most need to do.' ~Tim Ferriss #inspiring #inspired #motivation #success #hustle"""
0.639,"""expected i thought #fear"""
0.271,"""ok, ok.. I know.. my last tweet was #terrible"""
0.479,"""supporter #prejudice against #disabled people #disabledlivesmatter #bbcnews #skynews"""
0.729,"""also your car hahahah 'oh we've broken down lemme just rearrange the car quickly' #nightmare"""
0.250,"""if you do me wrong i will not hesitate to block you and cut you out of my life completely 😇 it's one of my greatest talents"""
0.632,"""Val downing a bottle of vodka there to stop her from shaking! #GBBO"""
0.583,"""#Afghanistan Vice President Sarwar Danish slams #Pakistan for breeding #terrorism during UNGA address\n#USA"""
0.340,"""#Determine to #start putting the Word in your #heart #consistently. Every day a #line here, a line there--a tape here, a #tape there 💨"""
0.396,"""I've contacted #awful #service #whathappenedtocustomerservice"""
0.562,"""Why does talksport sound like it's being broadcasted from someone's basement #terrible #quality #amateurs"""
0.375,"""your a joke I pay for data when I'm in Spain and you then text and say I've used up all my data #terrible service"""
0.271,"""Last product I buy - I promise! Absolutely #CustomerService"""
0.458,"""rescue my morning, turned up to the gym an hour early before it opened! #nightmare ☝️"""
0.500,"""this really sucks how much your customer service sucks. I've been hung up on three times and this is absolutely horrible."""
0.333,"""Shoutout to for ruining my iPhone 7 order!!"""
0.830,"""Seeing huge or really full backpacks on people fills me with anxiety"""
0.771,"""I'm very shy irl and lately I feel like everyone's doing their own thing and I don't fit in anywhere and I feel lonely :("""
0.458,"""Any other election, fine vote 3rd party as useless as it is but not this one. I hesitate to say it'd be selfish but..."""
0.604,"""when people hit on me i try to shake them off by talking about how i hide from communism"""
0.880,"""Breaking out in hives for the first time since college finals. #anxiety sucks"""
0.333,"""Howl at the moon with at next Wednesday the 28th for a FREE double feature of SILVER BULLET and CURSED #horror"""
0.938,"""This is the scariest American Horror Story out of all of them... I'm gonna have to watch in the daytime. #frightened"""
0.375,"""Sam Dyson is probably having flashbacks right about now."""
0.438,"""by all accounts he was poor first half. Started showboating once game was safe #bully"""
0.146,"""OMG, that's such a beautiful quote. #breathless #amwriting"""
0.583,"""Ha yes- the look of despair!"""
0.458,"""Wish I was a kid again. The only stressful part was whether Gabriella and Troy would get back together or not. #hsm2"""
0.500,"""I wanted him dropped a while ago. Its a concern for us no doubt"""
0.604,"""Are the pre-purchased tickets being sent soon? Coming to the Saturday evening show... tickets are a no show! #panic #hoys 🐴🦄"""
0.625,"""We in our own country are so divided in our approach so how could we fight #terrorism and #pakistani terrorism #MartyrsNotBeggars"""
0.208,"""agreed! 😍 an awe to meet such beautiful, powerful animals."""
0.562,"""Wtf are United doing, shocking defending"""
0.360,"""I just want to say: social media isn’t here to #bully that has to be #stopbullying ! Please be kind to eaxh other! #lovewins"""
0.521,"""Thought I left that part of life behind me\nIt's back to haunt every girl that loves me"""
0.640,"""I want to slide into the dms but im too fucking shy"""
0.312,"""I agree. Btw, have u seen Ep22, Granger, O? That was the episode when I knew Anna was coming back, the conversation at start."""
0.667,"""#VoteYourConscience or succumb to #fear? 'He is #scary, he is #dangerous!' -'s #alarmist #PATRIOTACT platform."""
0.708,"""it would be great but what if the card crashes 😱. It's happened to me twice"""
0.562,"""opened doors to terrorism and he will pay for it."""
0.157,"""This is a terrific university-a unique university..Athabasca University has become a part of my head &amp; a part of my heart' Peter MacKinnon"""
0.062,"""What's up Cowboys?"""
0.646,"""+ me!'\n\nAnd that's when she suddenly became quiet as her lips started to tremble \n\n'...........Naya'\n\n'I don't want to +"""
0.583,"""It feels like there are no houses out there for us. With the most basic requirements I have, there are literally no options."""
0.542,"""\n\nStephen King never once spoke out about how the Left crushes #FreeSpeech in publishing world.\n\n#Trump #horror #scifi #ccot #p2"""
0.479,"""Can't believe how rude your cashier was today when I was returning an item! Your customer service is slacking."""
0.625,"""On the way to Laser Vista ... lens implantation ... #LaserVista #nervous #happy"""
0.375,""".love it! so true. As taught me, fear can be an illusion. #coaching #courage"""
0.708,"""My doctor is giving me flower extract to relieve anxiety and reduce panic attacks :')"""
0.542,"""take deep breaths bc the shaking could be from adrenaline. Oh wow that's weird. Depending if you're regular or not that varies-"""
0.542,"""One of my friends has a fear of mirrors because he tried to summon Bloody Mary, and he thinks she's going to pop up any time!"""
0.521,"""#twitter #users Tweeting on twitter is like playing a game against the computer. Where's the life, Everyone too #afraid to say something?"""
0.417,"""I couldn't care less about #GOTHAM. I haven't watched it since the mid point of season 1. #horrible"""
0.333,"""i've seen a bunch of that on another twitter feed and I remember you had an opinion on it"""
0.438,"""When a guy comes on the train that smells like a mixture of a damp dog, old sweat and sewage works!!!! #gross #getoffthetrain #smelly"""
0.562,"""sai manakgupta \n\nWhat about brutality by #Indian Army In #Kashmir ? isnt it terrorism ?\nIndia should accept precondition of #FreeKashmir fi…"""
0.336,"""just received order from &amp; the chips are under cooked &amp; half raw!!! Usually best part of the meal #notcool"""
0.688,"""I hate having ideas but being too afraid to share them 😔"""
0.271,"""What's the most important thing you need to accomplish today? #onlinemarketing #solopreneur #start up #success"""
0.625,"""Arguing with these people doesn't work anyway, they just threaten to put you in death camps."""
0.229,"""Round 2 #pcola"""
0.667,""": Virtually every statement by other countries at #UN has referred to #terror as main threat to peace, #Pak still in denial."""
0.657,"""day 2 of the thread and i thing he doesn't like me like that. idk he's so shy and secretive... ugh."""
0.312,"""Completely blown away by and the cast of tonight. #fathomevents #speechless"""
0.375,"""Changing my hair again #shocking"""
0.167,"""I've said it before and I'll say it again: It's God! All God! Only God! #awe #archippusawakening #entirelybyhisgrace"""
0.229,"""Ladies and gentlemen\nAfter the tremendous success of #PanamaLeaks\nNow presenting #BahamasLeaks 😂"""
0.814,"""Migraine hangover all day. Stood up to do dishes and now I'm exhausted again. GAD, depression &amp; chronic pain #depression #pain"""
0.354,"""Fuck being shy, I'm trying to be up in them thighs."""
0.354,"""My fav #movies are #horror but they don't make them like they used too. Haven't seen a great one in years"""
0.396,"""Have you read the OT and Pauline Epistles? They have countless horrid rules"""
0.517,"""Maybe I'm too cynical for my own good, but I'm afraid, this is the only way to understand Nigeria."""
0.479,"""That goes the #alarm"""
0.833,"""Now this is getting out of hand. I'm freaked out by this death...and I'm God!! #mommaGrendel #intimidation"""
0.553,"""Knowing I have my hair to wash and dry is like knowing you had that English close reading in your school bag to do"""
0.479,"""When the sadness leaves you broken in your bed, I will hold you in the depths of your despair, and it's all in the name of love 🎶"""
0.646,"""pfft, as if anyone undergoing the constant ongoing horror of sapient consciousness has any trust in themself anyway"""
0.479,"""What? Hillary has 27 different controversies and she gets asked NOTHING about any of them. Truth is she's a horrible candidate"""
0.438,"""“What worries you masters you.” - Haddon Robinson #Jesusisthesubject #anxious"""
0.475,"""Obama admin rejects Texas plan to have refugees vetted for terrorism so Texas pulls of of fed refugee resettlement program. Aiding #terror."""
0.479,"""#WTF allows #gym #bully #atmosphere! #jumpship #nasty #atmosphere #unprofessional"""
0.333,"""A shy failure is nobler than an immodest success."""
0.314,"""RIP 'dancing on my own' after that awful song and dance"""
0.312,"""Walk right through them! See way past them, and don't even hesitate running them over."""
0.188,"""My mind always seems to work its best at night"""
0.696,"""Oh god, not Brewer again. The horror, the horror"""
0.315,"""I understand your concerns but look at her foundation contributions"""
0.562,"""I'm a shy person"""
0.458,"""It's daunting trying to follow Swift news/trends, and facing mind-shattering patterns/terms left and right. I'm trying to adopt gently."""
0.417,"""The concept that a gay magazine feels like it has to cover terrible people -because they’re gay voices- seems all upside down"""
0.646,"""I can fear that someone is always following me everywhere I go. Does that make it true??"""
0.562,""".\nWe express our deep concern about the suspension of \nplease reactivate it. he never violated T.roles"""
0.713,"""Left my phone in Mcds #panic"""
0.312,"""#smackdev #ptp #start word"""
0.370,"""pomte A Muse com panic Station Exitaso"""
0.396,"""as a musician, I can tell you that more people get discouraged when learning because of shitty instruments than anything else."""
0.312,"""Sweden win + Finland win, or NA win + Finland win, NA win + Russia win + timebreakers shake down right"""
0.560,"""data stolen in 2014 and only now do you tell us #shocking."""
0.583,"""They're both awful in their own ways, but just saying. The way he treated Aniston alone makes him a nightmare male narcissist to be avoided."""
0.167,"""Yes indeed! We know masses of students would be so excited to see you! We need to get this sorted!"""
0.688,"""one ep of despair arc made me happy but and then i'm going back to future arc and i'm upset again."""
0.833,"""I feel really nervous, or anxious. Idk. My leg keeps shaking. Hmm"""
0.521,"""We can't stop racism overnight. Nor gun violence. Nor terrorism. But we CAN literally stop Trump overnight. So, like, let's? #ImWithHer"""
0.375,"""It is important to seek peace, even in the midst of a horrific war #CreateSyria #TalkingPeace #buildingpeace"""
0.375,"""Transform your hardship(s) into a burning #desire to succeed. Never #fear #failure, without it there would be no #success. $SPX #FinTech"""
0.354,"""#revitalize #ClevelandHustles #daunting task, #hustle"""
0.562,"""He: u r beautiful\nShe:i hve a bf\n\nSame as \n\n#India :u guys r #terrorist\n#Pak:we have #nuclear #missiles.\n\n#IndianArmy #terror"""
0.833,"""I have to finally tell my therapist about my sexuality ... last frontier ... not sure I can do it in the AM #SingleGirlProblems"""
0.875,"""Being stuck in the roof of your house provides amazing view but sheer terror of falling down, kinda like life"""
0.104,"""Pull over #tonight and make your car #shake 😋💦"""
0.479,"""these confident bitches should scare you the most"""
0.417,"""And it's hard to dance with a devil on your back\nSo shake him off."""
0.542,"""Honestly, there are some awful people on the internet... smh..."""
0.750,"""I know this is going to be one of those nights where it takes an Act of God to fall asleep. #restless"""
0.771,"""I could pop round #nightmare"""
0.750,"""This weather making me dread work tonight"""
0.062,"""awe thank you so much love 💕"""
0.646,"""It feels like there are no houses out there for us. With the most basic requirements I have, there are literally no options. #discouraged"""
0.521,"""Canada should be a driving force of democracy freedom rights - instead we help #dictator #misogyny #Sharia #Islam #terror #polygamy"""
0.792,"""that's what I'm afraid of!"""
0.698,"""I'm afraid she's the goat you libeling people? #afraid #goat #libeling"""
0.771,"""all hands on deck at the post and in the msm as trump starts to lead in oh, fla, NC, NV, CO. #panic"""
0.896,"""😩😩😩😩 heads melted, very tired but can't sleep. #nightmare"""
0.629,"""Wine drunk is the worst version of myself ffs, don't even remember seeing basshunter #shocking"""
0.521,"""So true &amp; well said. It seems ve old fashioned looking back on it. I liked Robbie on TV. Not loving all these movies #aghast!"""
0.396,"""That was a fast response madrid.....Zidane threaten unuh"""
0.148,"""by all accounts he was poor first half. Started showboating once game was safe"""
0.333,"""why should I listen to someone with a tie like that?"""
0.312,"""&lt; feel this precious pleasure. 'Harder..' He whispered almost breathless and his index finger stroked along his waistband &gt;"""
0.438,"""I highly suggest if you are looking online for a company to help you send you're package overseas..DO NOT EVER EVER USE #horrid"""
0.312,"""HRC has the experience, temperment, knowledge &amp; ability to lead us in this perilous time"""
0.393,"""it's a common problem I've had with every 6 plus. having a regular 6 = not having to worry about the design flaw = working phone"""
0.479,"""He called me fat, so I pushed him into the lockers then he threaten to sue me' 😂"""
0.250,"""I went to this sushi spot &amp; they had tobi &amp; an ANBU mask hung on the wall behind them. I will start going there even tho I don't eat seafood"""
0.771,"""is a #bully worse than #hitler a #demon under #human guise.. its the cause of all #MiddleEast problems!"""
0.481,"""think they re dating guys #nervous #bodybuilding #with #Follow4Follow megaphone xxx number Nierstein"""
0.380,"""How is that in 2016, a 757 airplane does not have WiFi...ridiculous.#AmericanAirlines #americanairlinessucks #AATeam #horrible"""
0.562,"""Brb, going 2 start killing random white people going about their normal days. Don't worry though i'm white, so they will safely apprehend me"""
0.479,"""Research has determined 70% of #laughter is actually #anxiety."""
0.500,"""i wanna passion and fear"""
0.458,"""somebody needs tell staff at Reading cappuccino is supposed to have a thick layer of foam and coffee should be hot #awful again"""
0.562,"""#Hypocritical considering the #MiLLiONS of dollars you and took from #horrible people and spent on yourselves."""
0.625,"""Girls with hairy arms scare me"""
0.479,"""He doesn't intimidate me, it just annoys me to have him by my side. The further he is, the better I feel"""
0.438,"""And the air raid alarm was actually false. There was no attack inbound at the time."""
0.542,"""Be #afraid of the #quiet ones they are the ones who actually #think."""
0.271,"""You've got tremendous range."""
0.562,"""THIS BOOK IS FRICKING INSANE LIKE HOLY CRAP."""
0.438,"""Even at this level, rojo still manages to play god damn awful. #MUFC"""
0.708,"""Bake off on TV and the Match on my phone, what a nightmare I'm so stressed #GBBO #NTFCVMUFC"""
0.542,"""#COINCIDENCE??? When you turn on the TV, etc.&amp; listen &amp; watch, the objective is to #CaptureYourMind with #fear &amp; #depression. #FindGODNow!!!"""
0.661,"""Caballero having a nightmare #sweeperkeepernot"""
0.562,"""Embarrassing lack of defensive depth coming back to haunt us."""
0.420,"""If you really care like you state then I would seriously address sensitivity training to your employees #awful"""
0.500,"""Jk I'm not a loner just really shy 😅"""
0.729,"""Bloody hell Pam, calm yourself down. But could have sworn something black &amp; hairy just ran across the carpet, #perilsoflivingalone #nervous"""
0.250,"""In my room 101 would go Russell Howard,Tom Odell,Michael Buble!!! #pants #nogood"""
0.604,"""Feeling like I've had the worst night of sleep ever - not great before the #London to #Brighton #cycle ride for 🚴100k #apprehension?"""
0.438,"""So I went to a different grocery store, and they had no \nI had to buy Helmann's.\nLiterally shaking right now."""
0.327,"""Wee cunts playing chappy in my street, got my shoes on so I can chase and scare the fuck out of them"""
0.479,"""door and cleared his throat, trying to dispel any nervousness he had left."""
0.500,"""why does the ticket website never work? Trying to buy Palace tickets and it's impossible and says there's an error #awful"""
0.208,"""Ellie from is here to answer your questions! Don't be shy - she loves talking about #equestrian fashion ;-) #equestrianhour"""
0.354,"""I am working on a feature right now about the preponderance of awful owners who are at war with fans. So many to choose from."""
0.354,"""“Worry is a down payment on a problem you may never have'. Joyce Meyer. #motivation #leadership #worry"""
0.625,"""\nLikewise #death #cutting"""
0.250,"""You have a #problem? Yes! Can you do #something about it? No! Than why #worry"""
0.521,"""u gave Laura so much constructive criticism she blocked u 'Lazy Give Up Now No Hope Retire' same with Heather #bully"""
0.479,"""quite simply the #worst #airline #worstairline I've ever used! #appauling #dismal #beyondajoke #useless"""
0.275,"""Don't let fear hold you back from being who you want to be. Use it's power to push you towards your goals. No more fear, just action."""
0.229,"""Everywhere I go, the air I breathe in tastes like home.' -"""
0.720,"""I hate freaking out and ruining things."""
0.271,"""How in the world did Nicole beat Paul?!?! #terrible #bb18 #BBFinale What was the jury thinking?? 😳😳😳"""
0.566,"""yes it's shocking how islamophobic Indias are considering how many Muslims live there"""
0.854,"""i had a hard time falling a sleep and woke up several times because i was afraid of bugs crawling on me and i ended up waking up with a bite"""
0.521,"""People’s deepest passions often scare them too much to admit, even to themselves."""
0.271,"""So about 18mths ago i signed up to for their / Velocity FF deal. 18 months in still no FF points"""
0.438,"""Also, apart from Skyfall, her music is dire and boring."""
0.646,"""Virtually every statement by other countries at UN has referred to #terror as main threat to peace, #Pak still in denial: MEA."""
0.354,"""One more step in long work #visa process is over. Relief. Onto next step. #expat"""
0.375,"""peanut butter???? You some kinda pervert?? #awful"""
0.542,"""Thiza!!! What happens now when you tell him you're pregnant via home test &amp; nurse later tells you it's a false alarm &amp; BaE is too excited🙊"""
0.292,"""I can't believe can't put up even 3 points on #hugeletdown"""
0.375,"""I respect when someone can give a second chance to a movie they aren't a fan of. Why #horror is diverse."""
0.583,"""you guys will see what i did in the next video but its fucking horrid"""
0.500,"""If you #invest in my new #film I will stop asking you to invest in my new film. #concessions #crime #despair #shortsightedness #celebrities"""
0.500,"""it would be a great opportunity to settle the globe down.. #fear does wonders.."""
0.354,"""Can we start a 'get Chris Sutton off our tv campaign? Spread the work #pundit #noclue"""
0.250,"""All I ever wanted was a chance. I'm so psyched to start this new chapter! #newbeginnings #timetoprovemyself #morethanready"""
0.340,"""Worry makes you look at the problem and God makes you look at the promise. #problem #promise #worry #fear #faith #God #theanswer #spiritu..."""
0.521,"""i've been rooting for him since the beginning #anxiety #BB18"""
0.312,"""\nbecause distrust in life , Argentina has a lot of heart and this President is worth every vote."""
0.562,"""hmm, don't know many yf who are short on confidence! Wish I'd been one, #shy"""
0.562,"""haww I think Nawaz should have spoken about Indian funding to BLA in Balochistan, Kulbhoshan Yadhav and how India used TTP for terror!"""
0.375,"""9 -9 vs Atlanta this yr, 2 - 11 vs Rockies and DBacks this yr. That's a combined 11 - 20 vs 3 atrocious teams in NL"""
0.583,"""PASTOR - 15 FEET away from shooting victim during protest says he is skeptical of official story. #CharlotteProtest #CharlotteRiot"""
0.880,"""Super shitting it about this tattoo #nervous"""
0.438,"""But 'for me not to worry, they'll get a glass guy over and bill us for it'"""
0.188,"""A good head and a good heart are always a formidable combination.' - Nelson Mandela"""
0.604,"""2day's most used term is, #terrorism, with many addresses and forms. On my #opinion, the only form of terrorism in this world is, injustice!"""
0.458,"""Sat waiting for bus today enveloped in a strawberry scented damp and revolting cloud of vape. I moved away, disgusting, urghh"""
0.667,"""I think just becz u have so much terror in pak nd urself being a leader u forgot d difference btw a leader nd terrorist !"""
0.646,"""Hey I've been charged £40.24 on my credit card 4 an order which never arrived last Friday, any chance of a refund!! #nightmare"""
0.375,"""oh god no that's awful mine don't last that long thank god. Thank you\n Xx"""
0.104,"""awe thank you so much Lyle!! You're the best!😀😀"""
0.354,"""Even the painting is orange! #Election2016"""
0.729,"""Can we go back 2 weeks and start again ?? This is seriously dreadful"""
0.729,"""agree! Those latest polls #alarming"""
0.417,"""I would be intimidated but I would like to think I would have manned up and helped."""
0.854,"""Heyyyy warriors!!!!! #anxiety #panicattacks"""
0.354,"""Oh I get i see it's #TexasTech playing tonight not the #Texans #TNF #texansarebad #terrible"""
0.542,"""Stoked that the concept of 'label exclusivity' is becoming faux pas. Always believed it held artists back while creating label distrust"""
0.333,"""she's famous now, begged a living of some mugs fame! Work shy freeloader. Deserves it all"""
0.646,"""Body is sleepy but the mind is active. So sad... Have to get ready for work in 30 minutes. Damn! #restless"""
0.917,"""I am beyond mad that I lost track of a brown spider in my brown carpet. Where did you go? 🕷 will be sneaking up on me"""
0.292,"""Proud of you for overcoming your fear of deep water"""
0.500,"""3 #tmobile #stores, #original #note7 #customer and zero #results... What's going on guys? #terrible #customerservice #2hour #waittime"""
0.792,"""I dread this drive every Wednesday 😩"""
0.271,"""Love takes off the masks that we fear we cannot live without and know we cannot live within. - James A. Baldwin"""
0.312,"""Had a conversion with a random fellow passenger on a #melbourne yesterday evening #youwouldntreadaboutit"""
0.625,"""Rojo is shocking.......absolutely shocking !!!"""
0.875,"""Beginning the process to see if working is an option. #mentalhealth #complexptsd #nervous"""
0.604,"""It's a Moving Day! #stress #hope"""
0.271,"""they're both pretty awful when you look at them historically"""
0.208,"""can you remember that train Sunday after Froch v Kessler ?"""
0.229,"""Radio shake mutli directional mike it might sound cheap but the sound wasn't that bad and you could do some mixing."""
0.375,"""any of y'all remember when MLB tried a futuristic jersey those were all #terrible"""
0.240,"""any of y'all remember when MLB tried a futuristic jersey those were all"""
0.542,"""Did they get the wrong fur Pal? #shocking 😱"""
0.562,"""If the future doesn't fill you with existential dread are you even a real person"""
0.860,"""you made me cry and shake to the point where my parents had to calm me down and give me calming tablets..."""
0.750,"""What the fuck is he even doing ? He should be off that's fucking horrific !"""
0.812,"""to shake and my mouth was chattering and I couldn't take right because all of my body was trembling so I went outside"""
0.938,"""So nervous I could puke"""
0.292,"""it's Bowers. I went and drove it for a while this evening"""
0.562,"""In dire need of a worship session to just let go of everything"""
0.750,"""God, I've been so physically weak the whole day. So much shaking :("""
0.771,"""Starting to get butterflies in our tummies about tomorrow...who will win?! #nervous"""
0.479,"""Start the convo...don't shy away..mental illness abounds in society including our workplace...be informed... #tsdoffsite"""
0.438,"""wat an irony? #Pakistan lecturing the world on curbing"""
0.458,"""don't get me started on town centre. Used to go every week.... not been for 18 months"""
0.588,"""The time has now come that we have to combat this wave of #terrorism with the right tools of the trade. - HH #BanWahhabism"""
0.583,"""And I hope when the police met him at the subway that they took him straight to jail 😕"""
0.271,"""whats with these boxes when i search google on chrome #distracting"""
0.438,"""I can't believe can't put up even 3 points on #horrible #hugeletdown"""
0.333,"""you and that awful music can take a walk... right off a cliff. K. 😘"""
0.417,"""you charge 150 extra for sending someone out and your cable service still doesn't work. That's robbery. #cable #service"""
0.562,"""Americans as a whole are, for the most part, feeling borderline despair at the very least. Looking at a situation out of control."""
0.625,"""just preordered The Pale EP... Would have paid for the phone call... But I would have freaked out and not said anything #shy"""
0.125,"""awe that's adorable"""
0.188,"""If you truly want more of God in your life, it requires letting go of some of the old things, to allow new things to flourish. #stop"""
0.208,"""awe isa love u hoe thanks"""
0.542,"""Left my phone in Mcds"""
0.896,"""Cosplaying properly for the first time on Saturday! Pretty nervous.."""
0.458,"""Buying an early entry tickets at means fuck all, expect a complaint email when I get home #shocking service"""
0.750,"""something incredibly terrible about my life is i'm 23 years old and still suffering through group projects.........."""
0.333,"""He looks down at his brother, a smile forming on his face. 'What? People fearing me?'"""
0.229,"""81' Goal scorer Vidar Kjartansson comes off in favor of Dor Micha! Another terrific performance by #YallaMaccabi"""
0.896,"""Ffs 🙈 when things come back to haunt you... cringe bad cringe 🙋🏼👀🔫 👈 what a terrible gun that is"""
0.580,"""they never posted stuff like this?????\ni mean i was able to scroll over it so it wasnt a big deal but it was #shocking"""
0.188,"""thank you for finding this @ coy"""
0.896,"""also i had an awful nightmare involving being sick where worms were involved i was so disgusted when i woke up"""
0.729,"""#Aleppo city is burning. The head of #terrorism #Assad regime &amp; #Russia are bombarding the city right now with #whitephosphrus #bombs !"""
0.438,"""I'd rather leave my child with"""
0.292,"""You shake like that?"""
0.979,"""I get so nervous even thinking about talking to ****** I wanna die"""
0.354,"""thank you for your concern, computer, but my last name isn't misspelled, it's just weird"""
0.667,"""The more I watch this documentary on the more I think is more a #nightmare than dream #dreamornightmare"""
0.812,"""WAS THERE A CLOWN IN YOUR NEIGHBORHOOD? #creepy #EnoughIsEnough"""
0.420,"""horrible service. EWR. Not a cloud in the sky. Normal departure at 10am now leaving at 5pm. Crappy #UnitedAirlines"""
0.458,"""goodbye despair"""
0.646,"""ugh!! this is the worst!! i didn't read at all this whole first month of school and i have a unit test on friday!!! awe man!!"""
0.396,"""#Strongwomen terrify #weakmen - don't let the #bully wear you down. Loving your consistency and truth in rough times Hang in there ❤️"""
0.417,"""STAY JADED everyone is #terrible"""
0.667,"""And here we go again 😓 #restless"""
0.396,"""cyber bully"""
0.667,"""I can't imagine keeping malice with my brothers!! I shudder when I see siblings estranged and all"""
0.833,"""T minus 10 hours till I meet with a designer who wants me to model his new fashion line 😬😶 #nervous!!!"""
0.688,"""3:45am and off to the hospital! Elouise's waters have gone! #panic #Labour #LittleSister #superexcited"""
0.354,"""New campaign slogan idea...'I know you are but what am I?' #Trump2016 #yourefired #deflect"""
0.583,"""⊰ ⊱ \n\n+ Of them. I'm here for answers, and if I scare her to death, there won't be answers for me. \n\nSo instead, I just +"""
0.542,"""She is someone who rolls persuasion under intimidate and awkwardly wins. ALL THE TIME.' on ."""
0.375,"""You will tell people not to panic. But let see when was the last year the best QB in the NFL got his team in the SB???"""
0.354,"""Don't think I'll ever get used to this 6:30 alarm 😩💤"""
0.250,"""Don't let worry get you down. Remember that Moses started out as a basket case. #lol \nToday, choose #faith over #fear #Moses"""
0.250,"""Most snapchat filters look terrible when you have glasses on"""
0.292,"""Madrid is playing awful and no modric but 90 minutes in Bernabéu stadium are so so long. Viallreal never won there"""
0.312,"""3. You are so cool I feel slightly intimidated sometimes but YOU ARE A VERY NICE PERSON and I LIKE THE THINGS YOU DO. 💕"""
0.542,"""Pakistan continues to treat #terror as a matter of state policy says . #UriAttack"""
0.229,"""in fact they need to start making all holidays! Maybe even e dry month pick a theme so we can have them all year"""
0.542,"""Mourinho is horrid"""
0.646,"""manchester united...still untrusted iam afraid i might loose my bet"""
0.320,"""Anytime gets near a mic, someone needs to smack him w a bat. #marblesinmouth"""
0.854,"""Last night I had a dream that today was Christmas. I woke up screaming because I wasn't ready. #nightmare"""
0.720,"""today afghanistan tell us where the terrorism is planned whaaaooo#UNGA"""
0.424,"""#GADOT please put a left turn signal at Williams and Ivan Allen Jr Blvd. This is absolutely ridiculous #ATLtraffic"""
0.229,"""wanna shake my tree??? 🍑🍑🍑🍑"""
0.396,"""Of have a suspicion it was you know!!"""
0.580,"""I'm also upset at my incorrect use of a comma. #grammar #struggle #hesitation #backtoschool 🎒📚"""
0.354,"""Let's refuse to live in #fear - #c$%t"""
0.779,"""tomorrow will be the last episode of despair arc, so much shit is gonna happen i'm not emotionally prepared..."""
0.646,"""me: loves being the center of attention in every way\nalso me: gets nervous to talk in front of class"""
0.562,"""I hate those sugar cookies shit is awful"""
0.260,"""♪OLD FISH #discourage"""
0.917,"""ITS ALREADY FUCKING 1 ... Ok well I love having panic attacks in the afternoon"""
0.917,"""but throughout that entire thing I was shaking rlly bad and my heart was racing and I was almost in tears lmao (thanks mr.*****)"""
0.667,"""Does this blow your mind as much as it blew mine, or did I just sexually harass someone? #WHOA #Mindblown #huh #setback #fright #madashell 😂"""
